timestamp,temperatura_ar,umidade_relativa,amonia,temperatura_globo_negro,ponto_orvalho,itgu
2025-01-04 21:45:00,25.06,75.6,11.99,27.2,20.45,76.06
2025-01-04 22:00:00,24.25,76.97,14.39,27.4,19.96,76.09
2025-01-04 22:15:00,23.94,81.06,11.52,25.95,20.49,74.82
2025-01-04 22:30:00,23.21,77.2,11.7,25.96,19.0,74.3
2025-01-04 22:45:00,23.72,82.06,16.64,24.99,20.47,73.86
2025-01-04 23:00:00,23.23,83.05,9.6,24.91,20.19,73.68
2025-01-04 23:15:00,22.24,84.82,15.86,25.51,19.56,74.05
2025-01-04 23:30:00,21.85,82.46,7.58,24.21,18.73,72.45
2025-01-04 23:45:00,21.87,84.82,8.01,23.5,19.19,71.91
2025-01-05 00:00:00,21.65,85.07,4.82,22.77,19.03,71.13
2025-01-05 00:15:00,21.17,89.29,10.86,23.85,19.33,72.31
2025-01-05 00:30:00,20.7,88.02,12.75,22.21,18.64,70.42
2025-01-05 00:45:00,21.03,89.78,11.49,22.38,19.28,70.82
2025-01-05 01:00:00,20.18,87.24,12.92,22.07,17.99,70.05
2025-01-05 01:15:00,20.74,87.73,11.32,22.72,18.63,70.93
2025-01-05 01:30:00,20.23,88.2,14.21,20.59,18.21,68.65
2025-01-05 01:45:00,20.43,89.19,13.29,21.71,18.59,69.9
2025-01-05 02:00:00,19.43,89.04,8.86,21.97,17.58,69.8
2025-01-05 02:15:00,20.13,87.92,11.91,21.75,18.07,69.76
2025-01-05 02:30:00,19.35,91.75,9.97,21.13,17.98,69.1
2025-01-05 02:45:00,20.1,91.68,12.15,21.01,18.7,69.24
2025-01-05 03:00:00,20.23,90.87,11.08,21.67,18.69,69.89
2025-01-05 03:15:00,19.8,89.74,4.7,21.14,18.07,69.14
2025-01-05 03:30:00,20.41,90.67,9.48,20.63,18.84,68.91
2025-01-05 03:45:00,20.62,92.02,10.18,21.99,19.28,70.43
2025-01-05 04:00:00,20.46,90.54,10.0,21.86,18.86,70.15
2025-01-05 04:15:00,20.53,86.51,16.06,22.49,18.2,70.54
2025-01-05 04:30:00,21.07,86.94,8.09,22.56,18.81,70.83
2025-01-05 04:45:00,21.53,86.51,19.98,22.93,19.19,71.33
2025-01-05 05:00:00,21.57,84.74,14.87,23.15,18.89,71.45
2025-01-05 05:15:00,21.78,82.88,10.33,24.19,18.74,72.44
2025-01-05 05:30:00,22.8,85.76,15.2,23.91,20.29,72.72
2025-01-05 05:45:00,22.41,84.47,9.88,24.81,19.66,73.39
2025-01-05 06:00:00,22.48,83.72,10.99,24.85,19.59,73.41
2025-01-05 06:15:00,22.73,81.75,9.33,26.53,19.45,75.03
2025-01-05 06:30:00,23.51,82.12,13.13,25.96,20.28,74.76
2025-01-05 06:45:00,23.48,79.49,14.46,26.43,19.72,75.03
2025-01-05 07:00:00,24.8,81.54,12.81,27.35,21.42,76.56
2025-01-05 07:15:00,24.83,75.9,11.26,27.78,20.28,76.58
2025-01-05 07:30:00,25.26,77.15,14.85,27.67,20.96,76.71
2025-01-05 07:45:00,26.16,73.72,10.48,27.68,21.1,76.78
2025-01-05 08:00:00,26.61,72.58,10.74,28.83,21.27,77.98
2025-01-05 08:15:00,26.88,72.13,11.08,29.79,21.43,79.01
2025-01-05 08:30:00,26.84,68.62,11.19,31.31,20.58,80.22
2025-01-05 08:45:00,27.94,70.97,10.92,31.59,22.19,81.07
2025-01-05 09:00:00,28.08,67.35,12.81,31.22,21.45,80.45
2025-01-05 09:15:00,27.89,67.88,12.5,32.02,21.41,81.23
2025-01-05 09:30:00,28.93,64.44,10.81,33.12,21.53,82.38
2025-01-05 09:45:00,29.6,61.55,16.85,33.46,21.42,82.67
2025-01-05 10:00:00,29.28,61.33,12.45,34.2,21.06,83.28
2025-01-05 10:15:00,30.24,61.89,14.77,34.8,22.11,84.26
2025-01-05 10:30:00,30.66,59.64,16.75,35.34,21.9,84.72
2025-01-05 10:45:00,30.84,57.43,11.7,36.05,21.45,85.27
2025-01-05 11:00:00,30.39,59.1,11.77,35.71,21.5,84.95
2025-01-05 11:15:00,31.75,57.1,10.91,36.79,22.2,86.28
2025-01-05 11:30:00,32.15,55.47,13.54,37.23,22.1,86.69
2025-01-05 11:45:00,31.89,56.59,14.02,37.0,22.19,86.49
2025-01-05 12:00:00,32.7,56.89,11.13,37.53,23.03,87.32
2025-01-05 12:15:00,32.81,52.92,7.96,38.38,21.94,87.78
2025-01-05 12:30:00,32.64,51.08,16.28,38.77,21.2,87.9
2025-01-05 12:45:00,33.24,51.81,14.9,38.61,21.98,88.02
2025-01-05 13:00:00,33.1,51.88,13.25,39.3,21.87,88.68
2025-01-05 13:15:00,33.7,52.56,13.69,37.67,22.65,87.32
2025-01-05 13:30:00,33.5,47.94,15.43,39.45,20.95,88.49
2025-01-05 13:45:00,33.81,51.81,15.29,40.13,22.51,89.74
2025-01-05 14:00:00,34.6,51.28,8.0,39.46,23.06,89.26
2025-01-05 14:15:00,33.89,48.78,11.56,40.57,21.59,89.84
2025-01-05 14:30:00,34.05,50.83,16.24,39.52,22.41,89.09
2025-01-05 14:45:00,33.74,50.33,8.7,39.11,21.97,88.52
2025-01-05 15:00:00,33.7,50.12,10.27,39.21,21.86,88.58
2025-01-05 15:15:00,33.3,50.26,13.9,38.57,21.54,87.83
2025-01-05 15:30:00,33.79,48.5,10.12,39.04,21.41,88.25
2025-01-05 15:45:00,33.76,53.07,12.29,38.08,22.86,87.81
2025-01-05 16:00:00,33.4,52.53,10.12,38.92,22.36,88.47
2025-01-05 16:15:00,33.15,50.87,12.05,39.11,21.6,88.39
2025-01-05 16:30:00,33.82,52.59,8.22,37.94,22.77,87.64
2025-01-05 16:45:00,32.1,50.99,13.27,38.12,20.68,87.06
2025-01-05 17:00:00,31.92,55.48,12.37,37.4,21.89,86.78
2025-01-05 17:15:00,32.91,56.31,9.77,37.13,23.05,86.93
2025-01-05 17:30:00,31.09,54.78,9.53,36.76,20.91,85.79
2025-01-05 17:45:00,31.56,56.93,10.37,36.32,21.98,85.73
2025-01-05 18:00:00,31.33,58.49,15.53,35.43,22.21,84.93
2025-01-05 18:15:00,30.85,58.92,12.58,35.85,21.88,85.23
2025-01-05 18:30:00,30.88,60.43,12.9,34.69,22.32,84.23
2025-01-05 18:45:00,29.64,61.32,11.48,34.46,21.4,83.67
2025-01-05 19:00:00,29.63,59.52,12.23,33.67,20.9,82.69
2025-01-05 19:15:00,29.31,62.03,9.83,34.03,21.28,83.19
2025-01-05 19:30:00,29.2,65.46,16.44,32.51,22.05,81.95
2025-01-05 19:45:00,27.89,67.48,10.32,32.76,21.31,81.93
2025-01-05 20:00:00,28.47,67.01,12.65,31.82,21.75,81.15
2025-01-05 20:15:00,27.4,69.91,7.63,31.49,21.42,80.7
2025-01-05 20:30:00,27.52,67.51,14.82,31.02,20.96,80.06
2025-01-05 20:45:00,26.11,70.69,11.46,29.36,20.36,78.19
2025-01-05 21:00:00,25.96,73.78,15.49,29.98,20.92,79.01
2025-01-05 21:15:00,25.41,73.59,9.99,27.9,20.34,76.73
2025-01-05 21:30:00,25.57,77.6,10.52,27.55,21.37,76.75
2025-01-05 21:45:00,24.74,76.85,13.06,27.2,20.4,76.05
2025-01-05 22:00:00,24.13,77.63,12.02,27.33,19.98,76.02
2025-01-05 22:15:00,23.73,78.68,11.07,26.48,19.8,75.1
2025-01-05 22:30:00,23.4,82.4,11.26,26.28,20.22,75.06
2025-01-05 22:45:00,23.39,80.61,12.92,26.09,19.86,74.74
2025-01-05 23:00:00,22.7,82.85,9.18,24.24,19.63,72.8
2025-01-05 23:15:00,21.91,83.4,17.58,25.43,18.97,73.76
2025-01-05 23:30:00,22.31,84.89,10.64,23.24,19.64,71.81
2025-01-05 23:45:00,21.42,84.11,10.82,23.65,18.63,71.85
2025-01-06 00:00:00,20.65,86.99,12.6,22.82,18.41,70.95
2025-01-06 00:15:00,22.01,85.25,11.28,21.75,19.42,70.24
2025-01-06 00:30:00,21.38,90.26,13.24,22.09,19.72,70.69
2025-01-06 00:45:00,20.54,87.78,8.24,23.75,18.44,71.89
2025-01-06 01:00:00,20.63,89.18,12.24,22.73,18.79,70.99
2025-01-06 01:15:00,20.49,88.35,11.14,22.11,18.5,70.27
2025-01-06 01:30:00,20.49,88.76,11.93,22.0,18.57,70.18
2025-01-06 01:45:00,20.58,89.54,15.15,20.79,18.8,69.06
2025-01-06 02:00:00,19.7,88.85,15.44,21.28,17.81,69.19
2025-01-06 02:15:00,19.16,94.66,12.56,22.05,18.28,70.13
2025-01-06 02:30:00,19.98,90.43,13.61,21.76,18.36,69.87
2025-01-06 02:45:00,20.24,90.09,11.62,21.42,18.56,69.6
2025-01-06 03:00:00,19.98,91.53,4.65,21.87,18.56,70.06
2025-01-06 03:15:00,20.4,89.91,11.03,21.66,18.68,69.89
2025-01-06 03:30:00,20.69,90.74,13.02,21.42,19.12,69.8
2025-01-06 03:45:00,19.98,86.87,14.16,21.66,17.73,69.55
2025-01-06 04:00:00,20.91,89.25,13.29,22.55,19.08,70.92
2025-01-06 04:15:00,20.47,88.59,13.89,22.83,18.52,70.99
2025-01-06 04:30:00,21.41,88.38,14.68,22.88,19.41,71.37
2025-01-06 04:45:00,21.17,85.31,10.14,22.94,18.6,71.13
2025-01-06 05:00:00,21.18,85.65,11.23,22.96,18.68,71.19
2025-01-06 05:15:00,20.98,85.36,9.96,23.73,18.43,71.87
2025-01-06 05:30:00,22.31,85.55,10.09,23.33,19.77,71.95
2025-01-06 05:45:00,22.08,81.78,11.52,24.98,18.82,73.25
2025-01-06 06:00:00,22.63,79.17,8.9,25.34,18.84,73.62
2025-01-06 06:15:00,23.13,81.53,8.73,26.18,19.8,74.81
2025-01-06 06:30:00,22.29,80.28,15.1,26.9,18.73,75.14
2025-01-06 06:45:00,23.99,78.11,9.57,26.92,19.94,75.6
2025-01-06 07:00:00,24.51,78.41,18.9,27.59,20.51,76.47
2025-01-06 07:15:00,24.91,75.67,7.58,27.59,20.31,76.41
2025-01-06 07:30:00,24.91,74.56,12.38,27.91,20.08,76.64
2025-01-06 07:45:00,25.31,75.58,11.98,28.74,20.68,77.69
2025-01-06 08:00:00,25.96,72.84,9.83,29.74,20.7,78.69
2025-01-06 08:15:00,26.28,70.85,9.95,29.24,20.56,78.14
2025-01-06 08:30:00,26.81,71.31,12.48,30.63,21.18,79.76
2025-01-06 08:45:00,27.8,68.49,11.74,31.28,21.46,80.51
2025-01-06 09:00:00,28.02,66.52,11.66,30.46,21.2,79.59
2025-01-06 09:15:00,28.93,67.49,15.09,32.74,22.3,82.27
2025-01-06 09:30:00,28.85,65.12,11.21,32.52,21.63,81.81
2025-01-06 09:45:00,29.5,65.38,10.87,33.32,22.31,82.86
2025-01-06 10:00:00,29.68,63.25,6.26,33.22,21.94,82.62
2025-01-06 10:15:00,29.88,59.32,11.63,34.23,21.08,83.32
2025-01-06 10:30:00,30.32,62.18,12.75,35.16,22.26,84.68
2025-01-06 10:45:00,31.14,57.18,11.81,36.02,21.66,85.32
2025-01-06 11:00:00,31.53,56.22,14.04,35.2,21.74,84.53
2025-01-06 11:15:00,31.77,55.46,14.81,36.0,21.74,85.33
2025-01-06 11:30:00,31.47,58.32,13.6,36.41,22.29,85.94
2025-01-06 11:45:00,32.13,55.87,11.59,36.99,22.2,86.49
2025-01-06 12:00:00,32.57,52.63,10.72,38.01,21.63,87.3
2025-01-06 12:15:00,32.73,51.88,11.52,36.7,21.54,85.96
2025-01-06 12:30:00,34.03,53.86,11.34,38.28,23.35,88.19
2025-01-06 12:45:00,33.29,52.88,14.79,37.98,22.36,87.53
2025-01-06 13:00:00,33.75,52.6,12.05,39.03,22.71,88.71
2025-01-06 13:15:00,34.78,50.63,10.57,39.9,23.01,89.68
2025-01-06 13:30:00,36.8,48.51,8.33,42.17,24.15,92.37
2025-01-06 13:45:00,39.05,42.78,12.61,45.56,24.09,95.73
2025-01-06 14:00:00,39.85,43.41,9.93,45.82,25.04,96.34
2025-01-06 14:15:00,39.94,38.58,16.15,46.59,23.16,96.43
2025-01-06 14:30:00,40.01,41.35,10.46,46.07,24.37,96.34
2025-01-06 14:45:00,39.83,40.57,13.39,47.32,23.9,97.43
2025-01-06 15:00:00,39.5,41.54,14.85,46.87,23.99,97.01
2025-01-06 15:15:00,40.5,39.86,8.86,46.12,24.19,96.33
2025-01-06 15:30:00,39.67,42.38,11.81,46.89,24.48,97.2
2025-01-06 15:45:00,39.5,42.29,17.22,45.8,24.29,96.05
2025-01-06 16:00:00,38.82,42.8,12.02,47.03,23.89,97.13
2025-01-06 16:15:00,38.32,43.84,15.43,44.63,23.84,94.71
2025-01-06 16:30:00,35.18,50.48,11.33,41.18,23.33,91.08
2025-01-06 16:45:00,33.53,52.94,13.16,38.24,22.6,87.88
2025-01-06 17:00:00,33.36,52.09,10.35,37.74,22.19,87.22
2025-01-06 17:15:00,32.43,54.99,13.22,36.95,22.22,86.44
2025-01-06 17:30:00,32.67,55.57,8.77,37.22,22.61,86.86
2025-01-06 17:45:00,31.23,57.52,12.89,37.18,21.84,86.54
2025-01-06 18:00:00,31.14,57.82,13.51,35.35,21.84,84.72
2025-01-06 18:15:00,31.24,58.21,12.66,35.27,22.05,84.7
2025-01-06 18:30:00,30.33,59.9,11.38,36.05,21.66,85.35
2025-01-06 18:45:00,29.95,60.18,11.55,34.85,21.39,84.05
2025-01-06 19:00:00,29.42,64.33,10.5,34.65,21.97,84.06
2025-01-06 19:15:00,28.5,65.08,13.98,33.05,21.3,82.22
2025-01-06 19:30:00,28.02,66.16,13.83,32.22,21.11,81.32
2025-01-06 19:45:00,28.37,64.67,13.72,32.05,21.07,81.14
2025-01-06 20:00:00,27.96,68.27,8.09,32.66,21.56,81.92
2025-01-06 20:15:00,28.1,68.85,8.67,30.64,21.84,80.0
2025-01-06 20:30:00,26.92,71.38,15.78,30.44,21.3,79.61
2025-01-06 20:45:00,25.96,71.29,12.91,29.29,20.36,78.11
2025-01-06 21:00:00,26.44,71.98,12.5,28.02,20.98,77.07
2025-01-06 21:15:00,25.81,74.51,9.32,29.36,20.93,78.4
2025-01-06 21:30:00,25.46,76.97,12.8,27.28,21.12,76.39
2025-01-06 21:45:00,24.55,76.31,10.78,27.78,20.1,76.52
2025-01-06 22:00:00,24.05,77.7,9.29,26.51,19.91,75.18
2025-01-06 22:15:00,24.18,77.12,13.16,26.85,19.91,75.52
2025-01-06 22:30:00,22.81,78.98,9.55,26.6,18.97,74.93
2025-01-06 22:45:00,22.93,81.8,11.37,25.89,19.65,74.47
2025-01-06 23:00:00,22.5,84.31,14.45,25.89,19.72,74.49
2025-01-06 23:15:00,22.42,81.97,13.31,24.15,19.19,72.56
2025-01-06 23:30:00,22.22,86.24,8.24,24.46,19.81,73.09
2025-01-06 23:45:00,22.16,83.54,12.63,23.54,19.24,71.97
2025-01-07 00:00:00,22.24,90.53,11.54,23.66,20.62,72.59
2025-01-07 00:15:00,21.39,87.96,16.49,22.86,19.32,71.31
2025-01-07 00:30:00,21.03,88.07,13.05,23.04,18.98,71.37
2025-01-07 00:45:00,21.06,87.01,9.25,22.15,18.81,70.42
2025-01-07 01:00:00,20.71,89.65,16.19,22.41,18.95,70.73
2025-01-07 01:15:00,20.37,89.94,11.03,21.43,18.66,69.65
2025-01-07 01:30:00,20.52,90.59,11.82,21.66,18.92,69.97
2025-01-07 01:45:00,19.53,89.08,13.44,22.12,17.68,69.98
2025-01-07 02:00:00,20.26,89.9,10.35,21.58,18.55,69.76
2025-01-07 02:15:00,20.29,90.59,10.68,21.77,18.7,70.0
2025-01-07 02:30:00,19.14,91.65,9.84,21.26,17.75,69.15
2025-01-07 02:45:00,20.29,89.37,13.54,22.05,18.49,70.2
2025-01-07 03:00:00,20.33,87.78,12.65,22.18,18.24,70.25
2025-01-07 03:15:00,19.99,89.83,13.02,20.78,18.27,68.86
2025-01-07 03:30:00,19.83,87.29,14.78,21.05,17.65,68.9
2025-01-07 03:45:00,20.12,91.24,7.73,21.71,18.65,69.92
2025-01-07 04:00:00,20.09,90.33,10.63,22.11,18.45,70.25
2025-01-07 04:15:00,20.79,88.69,15.62,22.99,18.85,71.27
2025-01-07 04:30:00,20.79,85.33,12.65,22.5,18.24,70.57
2025-01-07 04:45:00,20.79,85.19,11.88,23.19,18.22,71.25
2025-01-07 05:00:00,21.46,84.73,9.69,23.24,18.78,71.51
2025-01-07 05:15:00,22.09,86.59,9.68,22.81,19.75,71.42
2025-01-07 05:30:00,21.45,83.17,8.38,24.09,18.48,72.25
2025-01-07 05:45:00,22.02,81.68,12.17,24.67,18.74,72.92
2025-01-07 06:00:00,22.45,82.44,11.32,24.75,19.31,73.2
2025-01-07 06:15:00,23.78,83.12,14.07,24.85,20.74,73.82
2025-01-07 06:30:00,23.82,78.28,15.84,26.41,19.81,75.04
2025-01-07 06:45:00,23.45,77.47,12.68,27.03,19.29,75.47
2025-01-07 07:00:00,24.54,78.16,8.68,27.25,20.48,76.13
2025-01-07 07:15:00,25.17,78.18,11.89,27.49,21.1,76.59
2025-01-07 07:30:00,24.58,75.95,11.84,28.46,20.05,77.18
2025-01-07 07:45:00,26.08,73.4,9.45,29.03,20.95,78.07
2025-01-07 08:00:00,26.08,72.35,11.08,29.44,20.71,78.39
2025-01-07 08:15:00,26.49,72.55,7.98,29.69,21.15,78.81
2025-01-07 08:30:00,27.7,72.07,13.72,29.85,22.2,79.35
2025-01-07 08:45:00,27.26,69.09,11.41,31.24,21.09,80.33
2025-01-07 09:00:00,27.6,66.35,9.92,31.22,20.76,80.19
2025-01-07 09:15:00,28.34,65.02,15.72,32.6,21.13,81.7
2025-01-07 09:30:00,28.58,65.18,13.18,33.08,21.4,82.28
2025-01-07 09:45:00,29.28,64.69,8.91,33.63,21.93,83.03
2025-01-07 10:00:00,30.03,63.68,12.09,33.56,22.38,83.12
2025-01-07 10:15:00,30.37,60.84,17.91,35.02,21.95,84.42
2025-01-07 10:30:00,30.19,57.93,13.8,35.15,20.98,84.21
2025-01-07 10:45:00,30.8,61.07,13.73,34.83,22.42,84.4
2025-01-07 11:00:00,31.02,60.4,10.08,36.98,22.45,86.56
2025-01-07 11:15:00,31.4,58.1,11.89,36.24,22.16,85.72
2025-01-07 11:30:00,31.96,52.98,10.28,36.86,21.17,85.98
2025-01-07 11:45:00,32.07,57.13,14.03,36.64,22.51,86.24
2025-01-07 12:00:00,32.44,53.71,12.85,38.04,21.84,87.4
2025-01-07 12:15:00,33.05,54.82,10.47,37.82,22.74,87.5
2025-01-07 12:30:00,32.63,51.44,15.11,39.77,21.31,88.94
2025-01-07 12:45:00,32.74,50.08,13.37,38.81,20.97,87.86
2025-01-07 13:00:00,33.69,51.14,12.82,38.75,22.18,88.24
2025-01-07 13:15:00,33.66,47.73,9.87,38.91,21.03,87.98
2025-01-07 13:30:00,33.83,55.16,11.22,39.38,23.56,89.36
2025-01-07 13:45:00,34.23,51.11,13.52,39.54,22.67,89.2
2025-01-07 14:00:00,34.76,48.47,9.68,39.66,22.28,89.18
2025-01-07 14:15:00,34.21,48.66,11.26,39.27,21.84,88.64
2025-01-07 14:30:00,34.39,51.38,12.14,38.88,22.9,88.62
2025-01-07 14:45:00,33.7,48.16,11.23,39.37,21.21,88.51
2025-01-07 15:00:00,34.91,50.82,10.59,38.73,23.2,88.59
2025-01-07 15:15:00,34.27,53.52,7.3,38.53,23.47,88.48
2025-01-07 15:30:00,34.51,51.27,13.34,38.76,22.98,88.53
2025-01-07 15:45:00,32.57,51.07,14.31,39.19,21.14,88.3
2025-01-07 16:00:00,33.06,51.65,12.64,38.35,21.77,87.69
2025-01-07 16:15:00,32.92,51.45,13.63,38.07,21.58,87.34
2025-01-07 16:30:00,33.41,52.33,8.38,38.31,22.3,87.84
2025-01-07 16:45:00,32.7,53.3,9.22,39.29,21.95,88.7
2025-01-07 17:00:00,33.14,55.63,16.4,37.78,23.06,87.58
2025-01-07 17:15:00,32.41,55.55,15.06,37.24,22.36,86.79
2025-01-07 17:30:00,32.39,54.92,11.49,36.2,22.16,85.68
2025-01-07 17:45:00,31.3,56.72,10.86,37.05,21.67,86.35
2025-01-07 18:00:00,31.24,57.91,6.38,36.4,21.96,85.81
2025-01-07 18:15:00,30.65,59.21,10.77,36.1,21.77,85.44
2025-01-07 18:30:00,29.75,60.93,9.03,34.68,21.4,83.89
2025-01-07 18:45:00,29.85,60.88,6.49,34.18,21.47,83.41
2025-01-07 19:00:00,30.04,64.26,9.16,34.27,22.54,83.88
2025-01-07 19:15:00,29.17,63.56,13.67,33.69,21.54,82.95
2025-01-07 19:30:00,28.52,64.95,15.64,33.06,21.28,82.22
2025-01-07 19:45:00,28.65,67.28,15.53,32.3,21.98,81.71
2025-01-07 20:00:00,28.08,66.1,13.74,32.38,21.15,81.49
2025-01-07 20:15:00,27.28,67.97,13.16,31.24,20.85,80.24
2025-01-07 20:30:00,27.08,70.47,14.68,31.35,21.24,80.5
2025-01-07 20:45:00,26.62,72.72,12.99,29.4,21.31,78.57
2025-01-07 21:00:00,26.81,72.28,10.37,28.9,21.4,78.1
2025-01-07 21:15:00,25.2,72.72,8.49,28.56,19.95,77.24
2025-01-07 21:30:00,25.19,76.53,15.8,27.72,20.77,76.69
2025-01-07 21:45:00,24.95,77.97,14.14,27.28,20.84,76.28
2025-01-07 22:00:00,23.88,78.99,13.38,27.14,20.02,75.85
2025-01-07 22:15:00,23.43,77.5,9.63,26.82,19.27,75.26
2025-01-07 22:30:00,23.69,77.95,8.92,26.42,19.61,74.98
2025-01-07 22:45:00,23.33,82.05,13.46,25.15,20.09,73.89
2025-01-07 23:00:00,22.84,81.37,7.09,24.52,19.48,73.03
2025-01-07 23:15:00,22.52,80.84,11.34,24.61,19.07,72.98
2025-01-07 23:30:00,22.32,83.69,13.83,23.97,19.43,72.46
2025-01-07 23:45:00,21.87,85.51,8.16,23.97,19.33,72.43
